RC_ID,H3_count,Retail_N,Area_km2
RC_EW_5166,55,18,0.105606151
RC_EW_4183,10,33,0.020452713
RC_EW_4184,53,7,0.1082174
RC_EW_4185,10,63,0.020446114
RC_EW_79,12,78,0.024613228
RC_EW_4187,19,63,0.038813847
RC_EW_4188,11,23,0.022480633
RC_EW_5172,2,16,0.003884825
RC_EW_5173,14,39,0.027071505
RC_EW_5830,1,16,0.001925701
RC_EW_4191,7,17,0.01432723
RC_EW_5176,2,20,0.003885547
RC_EW_797,20,34,0.038104905
RC_EW_5178,18,39,0.034884571
RC_EW_5179,6,20,0.011630553
RC_EW_4196,21,85,0.042736184
RC_EW_5180,68,7,0.13144185
RC_EW_800,4,24,0.007638218
RC_EW_5182,6,44,0.011656907
RC_EW_42,36,8,0.074671017
RC_EW_803,20,16,0.038024645
RC_EW_5185,10,13,0.019370583
RC_EW_4201,5,19,0.010232337
RC_EW_806,7,19,0.013354802
RC_EW_5188,10,39,0.019395119
RC_EW_5516,4,15,0.007738767
RC_EW_5517,5,34,0.009666766
RC_EW_4206,31,4,0.062244206
RC_EW_4207,7,26,0.014077455
RC_EW_811,9,16,0.017135206
RC_EW_4209,7,37,0.014101967
RC_EW_421,49,9,0.09366932
RC_EW_5195,79,0,0.152445115
RC_EW_815,8,17,0.015253503
RC_EW_5524,9,43,0.017411017
RC_EW_5855,1,18,0.001944006
RC_EW_5199,13,11,0.025133327
RC_EW_52,34,104,0.069839672
RC_EW_520,11,85,0.021175537
RC_EW_4217,9,62,0.018056151
RC_EW_821,68,6,0.129277592
RC_EW_5202,13,30,0.025159975
RC_EW_5203,24,61,0.046394489
RC_EW_824,10,20,0.019073608
RC_EW_4221,4,31,0.008068402
RC_EW_5534,5,16,0.009672483
RC_EW_4223,3,15,0.00606095
RC_EW_5536,5,17,0.009655085
RC_EW_4225,9,12,0.018129178
RC_EW_5538,9,15,0.01738998
RC_EW_4227,6,26,0.012085718
RC_EW_4228,19,47,0.038181794
RC_EW_4229,5,21,0.010076984
RC_EW_423,33,2,0.063184382
RC_EW_834,6,19,0.0114365
RC_EW_835,6,16,0.01145669
RC_EW_5216,2,15,0.003885923
RC_EW_4233,6,25,0.012127484
RC_EW_4234,3,15,0.006065655
RC_EW_839,4,18,0.007620065
RC_EW_4236,4,18,0.008103798
RC_EW_5549,11,61,0.021249899
RC_EW_555,30,86,0.057691994
RC_EW_842,3,10,0.005723566
RC_EW_424,10,18,0.019157912
RC_EW_5224,21,38,0.040646242
RC_EW_457,4,16,0.007698429
RC_EW_846,10,48,0.019123935
RC_EW_4243,6,29,0.012153828
RC_EW_5228,8,8,0.01550341
RC_EW_5229,4,30,0.007755389
RC_EW_523,2,22,0.003847756
RC_EW_4247,4,17,0.008112474
RC_EW_851,5,28,0.00956552
RC_EW_4577,11,41,0.02147104
RC_EW_425,122,8,0.233229701
RC_EW_4250,5,11,0.009750325
RC_EW_5235,7,21,0.01356283
RC_EW_856,3,30,0.005745862
RC_EW_4253,5,11,0.009765104
RC_SC_211,12,0,0.02242217
RC_EW_5239,9,44,0.017460544
RC_EW_524,12,82,0.023100349
RC_EW_860,13,61,0.024858831
RC_EW_4258,30,100,0.058451326
RC_EW_4259,6,15,0.011724652
RC_EW_4588,14,37,0.02731722
RC_EW_5244,4,19,0.007757423
RC_EW_865,8,31,0.015303021
RC_EW_5246,9,29,0.017442752
RC_EW_5247,7,24,0.013576562
RC_EW_5248,5,25,0.009695731
RC_EW_5249,3,14,0.005826608
RC_EW_4266,4,19,0.007813516
RC_EW_5250,8,25,0.015512013
RC_EW_5909,1,21,0.001997469
RC_EW_4269,6,19,0.011727788
RC_EW_427,3,13,0.005766248
RC_EW_5254,3,16,0.00582779
RC_EW_875,7,22,0.013395728
RC_SC_230,27,0,0.050430994
RC_EW_4273,52,49,0.101074636
RC_EW_4274,6,37,0.011708112
RC_EW_4275,7,34,0.01362561
RC_EW_526,53,46,0.101467614
RC_EW_880,6,19,0.011476071
RC_EW_4278,12,20,0.023358549
RC_EW_4279,4,22,0.007811662
RC_EW_428,4,32,0.007686355
RC_EW_5264,5,17,0.009686135
RC_EW_885,8,41,0.015307377
RC_SC_240,9,0,0.01686848
RC_EW_887,10,37,0.019148829
RC_EW_888,12,38,0.022983281
RC_EW_889,5,40,0.009575226
RC_EW_527,24,45,0.046011225
RC_EW_4614,3,17,0.005873387
RC_SC_246,9,0,0.016943087
RC_EW_4289,8,15,0.015588248
RC_EW_5273,6,24,0.011634231
RC_EW_894,4,15,0.00766207
RC_EW_895,6,26,0.011479778
RC_EW_4292,37,56,0.07204359
RC_EW_5277,4,10,0.007757191
RC_EW_5605,43,5,0.083055863
RC_EW_4295,23,34,0.044781979
RC_EW_4296,3,13,0.005863861
RC_EW_5608,3,12,0.00581792
RC_EW_900,2,16,0.003833413
RC_EW_4299,16,46,0.031209896
RC_EW_43,2,17,0.004108134
RC_EW_4956,6,18,0.011767267
RC_EW_5612,19,26,0.036851503
RC_EW_5613,17,25,0.03298413
RC_EW_5287,8,45,0.015504635
RC_EW_5288,2,14,0.003885513
RC_EW_908,20,5,0.038104291
RC_EW_4305,21,36,0.040895669
RC_EW_91,5,27,0.009425935
RC_EW_4307,38,22,0.073948091
RC_EW_595,6,28,0.0115776
RC_EW_5293,63,33,0.121826044
RC_EW_913,6,21,0.011462852
RC_EW_914,72,3,0.13706274
RC_EW_4311,22,48,0.042821428
RC_EW_4312,7,23,0.01365961
RC_EW_4313,18,38,0.035107821
RC_EW_5299,18,40,0.034846057
RC_EW_53,13,36,0.02671182
RC_EW_92,3,16,0.005661709
RC_EW_5300,35,145,0.067709428
RC_EW_4318,12,20,0.023387442
RC_EW_4319,65,59,0.126642287
RC_EW_5303,13,52,0.025214347
RC_EW_5304,4,15,0.00777178
RC_EW_465,10,74,0.019213333
RC_EW_4650,6,13,0.011584514
RC_EW_4323,6,11,0.01169708
RC_EW_5308,23,26,0.044491644
RC_EW_5637,176,6,0.345454153
RC_EW_4326,21,42,0.040869269
RC_EW_4327,16,19,0.031161956
RC_SC_289,6,0,0.01124495
RC_EW_5312,7,19,0.013579369
RC_EW_433,43,72,0.0822795
RC_EW_5314,4,15,0.007770774
RC_EW_5315,40,114,0.077391311
RC_EW_4332,17,20,0.033125167
RC_EW_5645,41,73,0.080664055
RC_EW_4662,5,30,0.009672989
RC_EW_4335,16,45,0.031199484
RC_EW_4336,5,14,0.009772946
RC_EW_5320,19,62,0.036830905
RC_EW_4338,5,11,0.009763138
RC_EW_4339,6,18,0.011724255
RC_EW_943,7,22,0.013380248
RC_EW_5324,6,35,0.011648853
RC_EW_5325,8,26,0.015520094
RC_EW_4342,4,17,0.007825892
RC_EW_947,6,35,0.011484897
RC_EW_4344,13,15,0.025342467
RC_EW_5329,7,37,0.013589206
RC_EW_95,2,21,0.003772711
RC_EW_4347,28,63,0.05458726
RC_EW_5331,17,16,0.032932075
RC_EW_5332,3,19,0.005833208
RC_EW_5661,9,24,0.016742937
RC_EW_4350,15,33,0.029263556
RC_EW_4351,8,21,0.015607025
RC_EW_4352,15,25,0.029247601
RC_EW_5337,41,35,0.07933215
RC_EW_5338,3,19,0.005829447
RC_EW_959,41,12,0.078279029
RC_SC_316,8,0,0.01502943
RC_EW_4357,20,52,0.039036388
RC_EW_4358,4,17,0.007822932
RC_EW_4359,4,15,0.007827708
RC_EW_5343,3,14,0.005815215
RC_EW_4360,14,9,0.027314842
RC_EW_4361,3,17,0.005871052
RC_SC_322,7,0,0.013191255
RC_EW_967,28,70,0.053457661
RC_EW_4364,6,25,0.011723208
RC_EW_4365,8,22,0.015624751
RC_EW_4366,2,20,0.003913394
RC_EW_970,10,18,0.019126978
RC_EW_5351,7,22,0.013545525
RC_EW_972,4,13,0.007669506
RC_EW_973,2,15,0.003836783
RC_EW_4370,2,85,0.003913243
RC_EW_4371,2,27,0.003912159
RC_EW_5356,14,18,0.027058647
RC_EW_977,10,26,0.019212288
RC_EW_5358,6,18,0.011614283
RC_EW_5359,21,37,0.040619345
RC_EW_4376,5,22,0.009781317
RC_EW_4377,5,19,0.009770153
RC_EW_981,7,28,0.013514637
RC_EW_5362,3,19,0.005813218
RC_EW_983,6,24,0.011592628
RC_EW_4380,14,17,0.027233928
RC_EW_5694,14,68,0.02623422
RC_EW_5695,5,11,0.009375012
RC_EW_5696,32,86,0.059841986
RC_EW_5368,29,72,0.055996404
RC_EW_4385,6,13,0.011690257
RC_SC_346,9,0,0.016756719
RC_EW_4387,6,16,0.011704562
RC_EW_4388,23,38,0.044883354
RC_EW_4389,5,19,0.009801135
RC_EW_5373,43,81,0.083165193
RC_EW_994,64,12,0.12295694
RC_SC_351,23,0,0.043101481
RC_EW_5376,5,11,0.009676192
RC_EW_997,3,16,0.005795396
RC_EW_5706,7,26,0.013144303
RC_EW_5379,5,21,0.009682656
RC_EW_538,4,20,0.007730429
RC_EW_5380,12,32,0.023234937
RC_EW_4398,9,25,0.017568434
RC_EW_4399,12,22,0.023429448
RC_EW_5711,2,15,0.003764479
RC_SC_360,10,0,0.018611348
RC_EW_5713,59,127,0.110203705
RC_EW_4401,9,17,0.017596501
RC_EW_4402,135,10,0.263189491
RC_NI_182,11,0,0.021733999
RC_SC_365,27,0,0.048926352
RC_EW_539,7,30,0.013495713
RC_EW_4406,2,15,0.003923032
RC_EW_5391,17,54,0.032859408
RC_EW_4408,5,27,0.009790084
RC_EW_4737,8,18,0.015547081
RC_NI_221,97,0,0.193169883
RC_EW_4410,27,96,0.052744692
RC_NI_237,6,0,0.011972318
RC_EW_5397,2,15,0.003878145
RC_EW_4413,10,55,0.019578752
RC_EW_4414,22,23,0.04295508
RC_EW_54,12,23,0.024629605
RC_EW_540,14,56,0.02694131
RC_EW_573,2,15,0.003864852
RC_EW_4418,10,23,0.019578341
RC_EW_5402,12,43,0.023202751
RC_EW_5403,4,47,0.007751024
RC_EW_4420,2,25,0.003924238
RC_EW_5405,3,19,0.005818126
RC_EW_4422,14,11,0.02735333
RC_EW_4423,9,15,0.017589704
RC_EW_5408,21,47,0.040779568
RC_NI_341,6,0,0.011887661
RC_EW_4426,30,55,0.058615617
RC_EW_4427,10,53,0.019595231
RC_EW_4428,7,24,0.01370932
RC_EW_5412,20,54,0.038876475
RC_SC_390,12,0,0.021719726
RC_EW_4430,6,48,0.011755331
RC_EW_4431,4,12,0.007836528
RC_NI_408,3,0,0.005934624
RC_EW_5417,20,19,0.038745926
RC_NI_425,3,0,0.005923814
RC_EW_4435,34,92,0.066462928
RC_EW_4436,2,31,0.003925372
RC_EW_4437,3,13,0.005888529
RC_EW_5750,21,15,0.039182047
RC_EW_4439,8,46,0.015686902
RC_EW_4768,24,28,0.046616953
RC_EW_4440,7,30,0.013716993
RC_EW_5754,2,17,0.00374996
RC_EW_5755,4,11,0.007478083
RC_EW_4443,4,16,0.007842809
RC_EW_51,4,10,0.008241785
RC_EW_4773,15,34,0.029109184
RC_NI_469,71,0,0.139774692
RC_NI_472,10,0,0.01971966
RC_EW_4448,22,4,0.042944646
RC_NI_478,19,0,0.037421301
RC_EW_445,2,13,0.003851133
RC_EW_5763,18,34,0.033634861
RC_EW_478,5,18,0.009594149
RC_EW_5765,24,39,0.044833494
RC_EW_4453,9,8,0.017578064
RC_EW_5437,4,25,0.007790022
RC_EW_4455,8,139,0.015654993
RC_NI_528,4,0,0.007884394
RC_EW_5440,18,37,0.03491851
RC_EW_5441,9,15,0.017473443
RC_NI_555,6,0,0.011838306
RC_NI_557,6,0,0.011809288
RC_EW_4460,4,55,0.007830923
RC_EW_5774,4,21,0.007493348
RC_EW_4790,10,20,0.019297334
RC_EW_5447,13,27,0.025227602
RC_EW_4464,21,26,0.040974805
RC_NI_88,26,0,0.051621434
RC_EW_5779,12,30,0.022431906
RC_EW_5450,6,37,0.011678549
RC_EW_4468,5,31,0.009793003
RC_EW_4469,14,78,0.027413477
RC_EW_447,154,40,0.294924042
RC_EW_4799,12,27,0.023166519
RC_EW_4471,5,15,0.009784805
RC_EW_4472,5,22,0.009796509
RC_EW_5457,4,22,0.007770148
RC_EW_4474,13,19,0.025365086
RC_EW_4475,14,31,0.027331822
RC_SC_108,40,0,0.070221137
RC_EW_4477,4,0,0.007789854
RC_EW_5790,13,23,0.024253904
RC_EW_5791,5,14,0.009341789
RC_EW_448,8,35,0.015377023
RC_EW_5464,24,77,0.046508352
RC_EW_4809,10,24,0.019310614
RC_EW_5466,11,14,0.021314497
RC_EW_5467,35,47,0.067769081
RC_EW_4484,9,13,0.017524574
RC_EW_5469,7,20,0.013592092
RC_EW_4486,8,34,0.015598618
RC_SC_119,50,0,0.091271658
RC_SC_12,12,0,0.022885828
RC_EW_4489,9,30,0.017606147
RC_SC_121,72,0,0.131987102
RC_EW_5802,25,48,0.047177052
RC_SC_123,9,0,0.016551887
RC_SC_124,7,0,0.012870547
RC_EW_5477,4,14,0.007775203
RC_SC_126,75,0,0.13740629
RC_EW_4495,7,19,0.013717948
RC_SC_128,39,122,0.071144467
RC_EW_4824,3,15,0.005841762
RC_EW_5481,3,11,0.005831303
RC_EW_4499,34,4,0.066650306
RC_EW_5483,9,21,0.01745527
RC_EW_4828,6,24,0.011687543
RC_EW_5485,60,77,0.116171552
RC_EW_5814,23,39,0.042749177
RC_EW_5487,11,27,0.021340561
RC_EW_778,23,20,0.04364048
RC_EW_4504,14,15,0.027323083
RC_EW_4505,7,17,0.013655856
RC_EW_4506,17,45,0.033137235
RC_EW_5491,2,18,0.003893264
RC_EW_5492,10,45,0.019435175
RC_EW_5493,8,14,0.015537879
RC_EW_451,10,56,0.019205634
RC_EW_4510,16,33,0.031192484
RC_SC_144,14,0,0.026466133
RC_EW_5497,6,15,0.011656598
RC_EW_4513,24,35,0.046683989
RC_EW_5499,4,25,0.007738322
RC_EW_4515,10,19,0.01946383
RC_EW_4516,5,1,0.009764217
RC_EW_4517,5,13,0.009749123
RC_EW_5500,3,17,0.005810736
RC_EW_5502,6,16,0.011603139
RC_EW_5503,8,0,0.015458234
RC_EW_4520,32,54,0.062239719
RC_EW_5835,1,28,0.00200195
RC_SC_155,43,109,0.081396615
RC_EW_4851,20,66,0.038848017
RC_SC_157,30,0,0.057852661
RC_SC_158,20,0,0.038750556
RC_EW_4526,7,25,0.013665619
RC_EW_4527,8,0,0.015596659
RC_EW_4528,18,84,0.035080804
RC_EW_5842,1,16,0.001882589
RC_EW_5513,11,10,0.021213958
RC_EW_4530,81,6,0.157554528
RC_EW_5515,4,35,0.007735896
RC_SC_164,14,0,0.026111215
RC_EW_4861,4,12,0.00776858
RC_EW_4534,2,16,0.003921053
RC_EW_5519,21,47,0.040523603
RC_EW_552,5,15,0.009645636
RC_EW_4537,9,19,0.017624787
RC_EW_5851,1,71,0.002104765
RC_EW_4539,8,15,0.015642582
RC_EW_5853,1,16,0.00193535
RC_EW_4978,2,9,0.003930042
RC_EW_816,8,35,0.015253862
RC_EW_4542,36,24,0.070216121
RC_EW_4543,2,15,0.003921733
RC_SC_174,7,0,0.013090312
RC_EW_4545,6,27,0.011763153
RC_EW_553,11,56,0.021214093
RC_EW_5530,3,14,0.005805949
RC_EW_4548,7,22,0.013695221
RC_EW_4549,13,38,0.025431052
RC_EW_455,86,14,0.164927382
RC_EW_5864,1,18,0.001931836
RC_SC_181,5,0,0.009372196
RC_EW_827,17,4,0.032414763
RC_EW_5537,7,38,0.013534487
RC_EW_4882,3,0,0.005852514
RC_EW_5539,12,16,0.023176011
RC_EW_4556,3,20,0.005872109
RC_EW_4557,7,15,0.013667651
RC_EW_5541,3,17,0.005816769
RC_EW_4559,22,48,0.042911381
RC_EW_5543,15,39,0.028961768
RC_EW_5544,32,72,0.061749532
RC_EW_5545,44,108,0.084920539
RC_EW_4562,13,22,0.025385422
RC_EW_4563,7,12,0.013668294
RC_EW_4564,7,8,0.013672003
RC_EW_5879,1,31,0.001938228
RC_SC_195,6,0,0.011228721
RC_EW_5550,4,23,0.007735184
RC_EW_4568,47,80,0.091586524
RC_EW_5552,4,40,0.007735774
RC_EW_844,8,26,0.015313
RC_EW_4570,27,33,0.052621032
RC_EW_4571,9,24,0.017575467
RC_EW_4572,6,19,0.011720883
RC_SC_202,8,0,0.01497242
RC_EW_5558,4,17,0.00773741
RC_EW_4575,29,41,0.056520409
RC_EW_556,56,4,0.10767431
RC_EW_4904,11,17,0.021505286
RC_EW_4578,18,22,0.035145705
RC_EW_4579,17,50,0.033223932
RC_SC_209,6,0,0.011185948
RC_EW_4580,7,15,0.013684454
RC_SC_210,47,0,0.087653437
RC_EW_5896,1,16,0.001882868
RC_EW_5567,15,86,0.029026626
RC_EW_4584,9,29,0.017589797
RC_EW_5569,6,18,0.011622214
RC_EW_4586,13,39,0.025411593
RC_EW_5570,8,23,0.015491975
RC_EW_5900,1,30,0.001960103
RC_EW_5572,4,11,0.007743219
RC_EW_5573,5,21,0.009698205
RC_EW_5903,1,17,0.001949536
RC_EW_4591,8,27,0.015638076
RC_EW_4592,44,29,0.086232158
RC_EW_4593,59,16,0.115578615
RC_SC_224,5,0,0.009378455
RC_EW_4595,22,34,0.043115958
RC_EW_870,4,20,0.007655107
RC_EW_5580,4,16,0.007758641
RC_EW_4598,4,18,0.007853389
RC_EW_5582,5,18,0.009743409
RC_EW_5583,10,14,0.019406685
RC_EW_4928,15,81,0.029373068
RC_EW_4929,3,11,0.005877583
RC_SC_232,11,0,0.020607578
RC_EW_5587,43,11,0.083646078
RC_EW_5588,39,14,0.075892268
RC_EW_4604,13,44,0.02546637
RC_EW_559,5,25,0.009658204
RC_EW_5261,19,57,0.036781562
RC_EW_5591,10,30,0.0193777
RC_EW_5592,14,16,0.027142204
RC_EW_4609,24,47,0.047114195
RC_EW_5923,1,26,0.001874298
RC_EW_4939,28,60,0.05461616
RC_EW_5596,5,32,0.009684919
RC_EW_5597,5,24,0.00968978
RC_EW_5598,95,13,0.183386531
RC_EW_4942,17,28,0.033205456
RC_EW_5929,1,17,0.00196234
RC_EW_560,2,22,0.003866599
RC_EW_5600,7,25,0.013568092
RC_SC_249,32,0,0.059962583
RC_EW_4619,18,41,0.035426414
RC_EW_462,7,17,0.013470046
RC_EW_5604,3,52,0.00581857
RC_EW_5935,1,16,0.001961969
RC_EW_4622,9,19,0.017700495
RC_EW_5607,3,17,0.005822664
RC_EW_4952,3,16,0.005860609
RC_EW_5609,3,13,0.005815897
RC_EW_4626,7,26,0.013781027
RC_EW_5610,32,58,0.062249427
RC_EW_5283,5,23,0.009699017
RC_EW_5284,8,30,0.015513085
RC_SC_26,24,0,0.045141036
RC_EW_5614,10,76,0.019930832
RC_SC_262,43,0,0.080324404
RC_EW_4632,40,79,0.07888125
RC_EW_4633,25,24,0.048959672
RC_EW_5618,34,76,0.067550469
RC_EW_4635,4,17,0.007861553
RC_EW_5291,6,25,0.011628096
RC_EW_4637,4,35,0.007866998
RC_EW_5621,3,19,0.006003016
RC_EW_4639,71,29,0.138976809
RC_EW_5623,3,18,0.00600969
RC_EW_4640,14,44,0.027473606
RC_EW_497,12,20,0.022994066
RC_EW_4642,21,41,0.041059083
RC_EW_4643,7,13,0.013711393
RC_EW_5628,12,41,0.024149798
RC_EW_4645,7,15,0.013514429
RC_EW_563,39,18,0.075086795
RC_EW_4647,4,13,0.007734507
RC_EW_4648,20,25,0.038569667
RC_EW_4977,32,18,0.062577462
RC_SC_391,14,0,0.025365689
RC_EW_6,6,48,0.012601726
RC_EW_5635,14,92,0.027511497
RC_EW_4652,17,39,0.032763188
RC_EW_4981,6,15,0.011768438
RC_SC_287,5,0,0.009366443
RC_EW_4655,11,15,0.021217721
RC_EW_4984,3,17,0.005881252
RC_EW_5640,3,21,0.005930606
RC_EW_5641,29,47,0.057226647
RC_SC_291,7,0,0.013124795
RC_EW_5643,45,58,0.089008313
RC_EW_4660,9,52,0.017400578
RC_EW_608,7,30,0.013505715
RC_EW_4990,10,23,0.019573379
RC_EW_4663,42,15,0.080930363
RC_EW_4664,138,7,0.265663373
RC_EW_4665,4,15,0.007739607
RC_EW_4666,10,13,0.019316442
RC_EW_4667,54,13,0.104451295
RC_SC_30,8,0,0.015159091
RC_EW_5652,4,14,0.007913066
RC_EW_5653,7,39,0.013858416
RC_EW_4670,8,29,0.015508673
RC_EW_4671,8,37,0.015518298
RC_EW_5656,2,23,0.003977482
RC_SC_305,6,0,0.011249313
RC_EW_4674,3,16,0.005825263
RC_SC_307,7,0,0.013119889
RC_EW_566,4,21,0.007723286
RC_EW_4677,2,16,0.003884907
RC_EW_624,5,16,0.009589733
RC_SC_310,12,0,0.022446404
RC_EW_5006,10,70,0.019521363
RC_SC_312,5,0,0.009372406
RC_EW_5665,22,39,0.041238542
RC_SC_314,6,0,0.011239073
RC_EW_5667,6,13,0.011266602
RC_SC_315,46,0,0.085997101
RC_EW_4685,6,24,0.011557473
RC_EW_4686,51,29,0.098063584
RC_EW_5670,27,40,0.050580282
RC_EW_4688,11,20,0.021200159
RC_EW_4689,6,12,0.011570456
RC_EW_5673,3,22,0.005627603
RC_EW_5345,30,30,0.057953956
RC_EW_4691,2,11,0.003863192
RC_EW_5676,23,30,0.043028154
RC_SC_325,44,0,0.080980987
RC_SC_326,12,0,0.022222737
RC_EW_5679,4,11,0.007504066
RC_EW_4696,113,0,0.217362433
RC_EW_5680,27,80,0.05052032
RC_EW_4698,14,28,0.02699438
RC_EW_645,3,15,0.005753785
RC_EW_646,5,19,0.009579053
RC_EW_470,6,26,0.01153914
RC_EW_5685,5,15,0.009361091
RC_SC_334,9,0,0.016664746
RC_EW_5687,5,24,0.009373663
RC_EW_4703,47,100,0.090618879
RC_EW_4704,50,68,0.096335017
RC_EW_4705,16,29,0.03083889
RC_EW_4706,22,58,0.042400186
RC_EW_4707,12,18,0.023130277
RC_EW_5693,5,3,0.009360272
RC_EW_656,6,61,0.011535743
RC_SC_341,7,0,0.012958179
RC_EW_986,125,9,0.240395746
RC_SC_344,7,0,0.013016152
RC_EW_5698,4,18,0.00749853
RC_EW_660,16,70,0.030777932
RC_EW_4714,49,95,0.094208691
RC_EW_4715,17,38,0.032723319
RC_EW_4716,35,47,0.067346979
RC_EW_5044,34,62,0.066128016
RC_SC_350,15,0,0.027867404
RC_EW_5046,3,15,0.005861541
RC_EW_472,10,16,0.019225393
RC_EW_4720,3,15,0.005828612
RC_EW_5049,8,18,0.015594055
RC_EW_5707,8,56,0.015011655
RC_EW_5708,3,16,0.005644629
RC_EW_5709,3,15,0.005636997
RC_EW_571,7,22,0.013508346
RC_EW_4726,10,45,0.019383814
RC_EW_5382,7,16,0.013538551
RC_EW_5055,6,0,0.011684191
RC_NI_145,33,0,0.064998693
RC_EW_5385,4,15,0.007754224
RC_EW_5715,7,27,0.01311276
RC_EW_5716,4,27,0.007500335
RC_SC_364,5,0,0.009082847
RC_EW_5718,10,34,0.018728454
RC_EW_4734,5,16,0.00972856
RC_EW_4735,4,0,0.007781725
RC_EW_4736,4,15,0.007788838
RC_EW_5064,11,13,0.021406779
RC_EW_4738,18,41,0.034926727
RC_EW_5723,4,0,0.007497292
RC_SC_372,6,0,0.011046391
RC_NI_233,31,0,0.061775819
RC_EW_4741,5,19,0.009729943
RC_EW_4742,17,87,0.033053452
RC_EW_4743,10,35,0.019480239
RC_SC_377,33,0,0.059500462
RC_NI_278,10,0,0.01977299
RC_EW_4746,6,25,0.011688225
RC_SC_38,5,0,0.00950336
RC_EW_5732,51,52,0.094969369
RC_EW_5733,2,27,0.003742874
RC_EW_5734,5,23,0.009335047
RC_EW_5735,17,29,0.031680244
RC_EW_4751,2,11,0.003897173
RC_SC_385,8,0,0.014479736
RC_EW_4753,5,16,0.009728389
RC_SC_387,5,0,0.009050776
RC_EW_4755,31,8,0.060190025
RC_EW_5740,6,11,0.011212475
RC_EW_4757,13,38,0.025256191
RC_NI_385,15,0,0.029579797
RC_EW_814,14,31,0.026678037
RC_EW_476,8,33,0.015326739
RC_SC_4,5,0,0.009533143
RC_EW_4761,29,34,0.056273804
RC_EW_4762,8,30,0.015579084
RC_EW_5748,9,9,0.016810484
RC_EW_4764,9,45,0.017529738
RC_EW_575,13,96,0.025116386
RC_EW_5420,6,21,0.011654898
RC_EW_713,6,37,0.011589028
RC_EW_714,5,25,0.009659551
RC_EW_4769,36,4,0.069910262
RC_EW_716,5,31,0.009666692
RC_EW_5098,4,12,0.00784805
RC_EW_4771,3,18,0.005848424
RC_EW_5427,20,42,0.038828629
RC_EW_5757,2,19,0.003749301
RC_EW_4774,12,59,0.023326824
RC_EW_576,6,44,0.01159075
RC_EW_4776,3,31,0.005818664
RC_EW_5761,14,13,0.026186084
RC_EW_5762,3,17,0.005623865
RC_NI_479,15,0,0.029537037
RC_EW_726,26,65,0.049271173
RC_NI_484,261,680,0.513278199
RC_SC_60,6,0,0.011392305
RC_EW_4891,6,13,0.011747136
RC_EW_511,5,15,0.00959662
RC_EW_4784,7,38,0.01356783
RC_SC_64,4,0,0.007600124
RC_SC_65,8,0,0.015176874
RC_NI_538,7,0,0.013786303
RC_EW_5772,25,80,0.046713615
RC_EW_5773,9,18,0.016832186
RC_EW_5444,8,18,0.01552966
RC_EW_737,11,15,0.020796316
RC_EW_4791,22,86,0.04245539
RC_EW_739,24,67,0.045192595
RC_SC_72,7,0,0.013279029
RC_NI_7,208,0,0.418191267
RC_EW_578,9,30,0.017368368
RC_EW_4796,11,42,0.021241117
RC_EW_5781,3,12,0.00562965
RC_EW_5124,7,0,0.013523377
RC_EW_745,30,115,0.056640059
RC_EW_5784,27,46,0.050307886
RC_EW_5785,7,14,0.013068605
RC_SC_80,2,0,0.00380102
RC_SC_81,10,0,0.018957062
RC_EW_5788,35,67,0.065282464
RC_EW_5789,7,0,0.013077162
RC_EW_579,4,22,0.007735505
RC_EW_752,5,31,0.009539873
RC_SC_85,7,0,0.013275907
RC_EW_4807,65,0,0.125277848
RC_EW_5793,6,24,0.01120757
RC_EW_756,5,22,0.009550028
RC_EW_481,9,24,0.017265294
RC_EW_4810,15,21,0.028942326
RC_EW_4811,5,10,0.009660207
RC_EW_5798,4,16,0.007479351
RC_EW_4813,2,13,0.003884726
RC_EW_58,5,27,0.010327776
RC_EW_4815,6,16,0.011683765
RC_SC_96,5,0,0.009303966
RC_EW_5801,7,24,0.01308216
RC_SC_97,32,0,0.058774792
RC_EW_4819,5,45,0.0097404
RC_EW_5147,36,9,0.069623263
RC_EW_5805,9,40,0.016781611
RC_EW_4821,12,23,0.023309749
RC_EW_5807,3,20,0.005604798
RC_EW_5150,14,35,0.027138602
RC_EW_770,4,20,0.007594707
RC_EW_581,6,22,0.011593019
RC_EW_5810,4,21,0.007473327
RC_EW_774,4,19,0.007592864
RC_EW_775,6,18,0.011376421
RC_EW_5813,11,22,0.020510235
RC_SC_133,6,0,0.011437764
RC_EW_5158,3,13,0.005821397
RC_EW_5926,1,30,0.002032545
RC_EW_4832,48,5,0.093136377
RC_EW_5818,1,15,0.001908926
RC_EW_4834,5,3,0.009736467
RC_EW_4835,13,33,0.025249623
RC_EW_4836,42,0,0.081415649
RC_EW_784,16,12,0.030459406
RC_EW_4838,5,10,0.009730093
RC_EW_5823,1,15,0.001938754
RC_EW_484,3,7,0.005765891
RC_EW_4840,77,6,0.149210611
RC_EW_4841,12,22,0.023310676
RC_EW_5827,1,31,0.001881329
RC_EW_5828,1,16,0.001924871
RC_EW_4844,16,41,0.031084184
RC_EW_4845,3,17,0.005842318
RC_EW_583,27,4,0.052012044
RC_EW_4847,10,43,0.019448235
RC_EW_5175,3,19,0.005822662
RC_EW_4849,10,69,0.019447584
RC_SC_153,6,0,0.011370587
RC_EW_798,30,48,0.057017559
RC_EW_799,24,3,0.045696539
RC_EW_4852,3,18,0.005840019
RC_EW_5839,1,17,0.002042151
RC_EW_584,9,18,0.017376676
